,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Jiuquan,CN,39.7432,98.5174,44.87,37,61,5.79,broken clouds
454,Alofi,NU,-19.0595,-169.9187,80.49,61,20,8.05,few clouds
455,Churapcha,RU,62.0025,132.4325,20.68,80,96,6.24,overcast clouds
456,Kemijarvi,FI,66.7131,27.4306,40.6,93,100,15.05,overcast clouds
457,Las Palmas,ES,28.4204,-14.0131,70.59,68,14,12.66,few clouds
458,Rio Grande,BR,-32.035,-52.0986,66.94,91,100,5.39,overcast clouds
459,Teahupoo,PF,-17.8333,-149.2667,78.76,75,71,12.12,broken clouds
460,Burnie,AU,-41.0667,145.9167,57.94,75,84,10.45,broken clouds
461,Tomatlan,MX,19.9333,-105.25,75.58,91,1,3.09,clear sky
462,Haimen,CN,23.1935,116.6142,80.4,84,86,10.87,moderate rain
463,Nador,MA,35.174,-2.9287,62.85,82,0,2.3,clear sky
464,Kiri Buru,IN,22.0833,85.35,75.7,94,97,4.0,overcast clouds
465,Hami,CN,42.8,93.45,49.69,29,0,3.71,clear sky
466,Soma,TR,39.1855,27.6094,64.58,62,39,2.8,scattered clouds
467,Padang,ID,-0.9492,100.3543,86.05,67,75,3.4,broken clouds
468,Guanica,PR,17.9716,-66.908,82.2,90,100,1.32,overcast clouds
469,Auki,SB,-8.7676,160.7034,83.25,76,100,1.68,overcast clouds
470,Matara,LK,5.9485,80.5353,81.23,82,92,12.64,overcast clouds
471,Lazaro Cardenas,MX,17.9583,-102.2,80.56,86,90,3.4,overcast clouds
472,Solwezi,ZM,-12.1688,26.3894,63.52,52,29,2.82,scattered clouds
473,Rafaela,AR,-31.2503,-61.4867,54.05,68,89,8.99,overcast clouds
474,Isla Vista,US,34.4133,-119.861,70.68,60,1,3.44,smoke
475,Wasilla,US,61.5814,-149.4394,33.48,92,90,3.44,light snow
476,Sharjah,AE,25.3573,55.4033,80.58,81,0,3.44,clear sky
477,Banda Aceh,ID,5.5577,95.3222,84.83,62,100,13.24,overcast clouds
478,Tura,IN,25.5198,90.2201,81.41,74,91,1.9,overcast clouds
479,Komsomolskiy,UZ,40.4272,71.7189,47.12,61,0,6.91,clear sky
480,Tsogni,GA,-2.7942,10.0988,75.56,91,87,5.82,overcast clouds
481,Ternate,ID,0.8,127.4,85.5,71,52,7.85,broken clouds
482,Rocha,UY,-34.4833,-54.3333,55.94,94,0,4.7,clear sky
483,Antalaha,MG,-14.9003,50.2788,70.09,89,35,6.8,light rain
484,Boden,SE,65.8252,21.6886,46.4,98,100,4.79,light rain
485,Norman Wells,CA,65.282,-126.8329,23.81,97,98,1.32,overcast clouds
486,Boueni,YT,-12.9025,45.0761,76.98,77,11,3.67,light rain
487,San Ramon,US,37.7799,-121.978,69.51,40,1,1.01,clear sky
488,Soto La Marina,MX,23.7667,-98.2167,81.77,92,98,8.01,overcast clouds
489,Vostok,RU,46.4856,135.8833,31.41,75,100,8.37,overcast clouds
490,Verkhnevilyuysk,RU,63.4453,120.3167,22.42,74,89,4.97,overcast clouds
491,Yarada,IN,17.65,83.2667,79.12,100,90,5.75,mist
492,Matveyevka,RU,52.15,56.1833,36.55,56,52,6.93,broken clouds
493,Thenzawl,IN,23.3167,92.75,74.39,83,21,2.08,few clouds
494,Zhigansk,RU,66.7697,123.3711,13.39,93,92,6.35,overcast clouds
495,Necochea,AR,-38.5473,-58.7368,51.04,78,88,12.35,overcast clouds
496,Lipari,IT,38.4674,14.954,61.09,59,49,25.61,scattered clouds
497,Ola,RU,59.5833,151.2833,29.48,51,99,17.0,overcast clouds
498,Inirida,CO,3.8653,-67.9239,78.22,86,96,2.3,overcast clouds
499,Diffa,NE,13.3154,12.6113,83.95,16,98,7.34,overcast clouds
500,Golkoy,TR,40.6875,37.6178,53.01,87,45,2.51,scattered clouds
501,Bongandanga,CD,1.5,21.05,69.64,99,100,1.39,overcast clouds
502,Mandalgovi,MN,45.7625,106.2708,23.52,53,60,14.63,broken clouds
503,Havoysund,NO,70.9963,24.6622,32.88,97,100,8.79,light snow
504,Ust-Kuyga,RU,70.0167,135.6,14.74,95,95,0.89,overcast clouds
505,Scarborough,GB,54.2797,-0.4044,48.9,87,100,1.99,overcast clouds
506,Vanavara,RU,60.34,102.2797,23.43,54,100,10.07,overcast clouds
507,San Angelo,US,31.4638,-100.437,76.53,76,1,1.99,clear sky
508,Islamkot,PK,24.6997,70.177,81.36,27,0,1.03,clear sky
509,Dzaoudzi,YT,-12.7887,45.2699,76.89,88,90,11.5,light rain
510,Kapoeta,SS,4.7717,33.5903,78.51,61,99,2.68,overcast clouds
511,Tilichiki,RU,60.4667,166.1,26.49,48,3,6.98,clear sky
512,Kirakira,SB,-10.4544,161.9205,83.21,78,59,5.21,broken clouds
513,Cayenne,GF,4.9333,-52.3333,81.09,81,0,0.0,clear sky
514,Sovetskiy,RU,61.3614,63.5842,38.25,94,99,6.49,overcast clouds
515,Kysyl-Syr,RU,63.8986,122.7617,19.36,77,97,6.93,overcast clouds
516,Corum,TR,40.5,34.75,46.2,95,7,4.14,clear sky
517,Polunochnoye,RU,60.8697,60.4153,37.08,88,99,4.7,overcast clouds
518,Okha,RU,53.5739,142.9478,38.12,71,100,20.18,overcast clouds
519,Angarsk,RU,52.5367,103.8864,21.92,48,0,4.68,clear sky
520,Haar,DE,48.1,11.7333,41.85,93,51,3.94,broken clouds
521,Palora,EC,-1.7,-77.9333,67.21,97,70,3.38,light rain
522,Mahmudabad,IN,27.3,81.1167,71.56,62,0,3.76,clear sky
523,Northport,US,33.229,-87.5772,72.25,95,1,0.0,clear sky
524,Yerbogachen,RU,61.2767,108.0108,21.33,61,98,8.19,overcast clouds
525,Kitgum,UG,3.2783,32.8867,65.53,89,7,2.95,clear sky
526,Savannakhet,LA,16.566,104.751,75.49,94,100,5.35,overcast clouds
527,Aksarka,RU,66.5606,67.7975,39.83,92,100,8.39,overcast clouds
528,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,80,0,9.22,clear sky
529,Maiduguri,NG,11.8464,13.1603,81.86,19,99,1.74,overcast clouds
530,Ixtapa,MX,20.7,-105.2,81.63,74,40,3.44,scattered clouds
531,Talnakh,RU,69.4865,88.3972,25.36,95,100,18.39,snow
532,San Patricio,US,28.017,-97.5169,82.27,85,8,8.68,clear sky
533,Lichinga,MZ,-13.3128,35.2406,62.44,68,10,7.87,clear sky
534,Manaus,BR,-3.1019,-60.025,86.49,66,0,4.61,clear sky
535,Vestmannaeyjar,IS,63.4427,-20.2734,44.4,72,31,22.75,scattered clouds
536,Plaeng Yao,TH,13.5847,101.284,87.03,99,100,2.42,light rain
537,Taseyevo,RU,57.2169,94.8978,27.34,51,72,5.84,broken clouds
538,Kangaatsiaq,GL,68.3065,-53.4641,36.34,75,94,5.91,overcast clouds
539,Lerwick,GB,60.1545,-1.1494,42.8,65,100,23.87,overcast clouds
540,Madison Heights,US,42.4859,-83.1052,66.83,89,75,3.44,broken clouds
541,Yen Bai,VN,21.7,104.8667,70.92,97,100,3.85,overcast clouds
542,Seguin,US,29.5688,-97.9647,79.59,94,1,3.44,clear sky
543,Narsaq,GL,60.9167,-46.05,30.42,49,2,3.58,clear sky
544,Kabalo,CD,-6.05,26.9167,69.1,96,98,2.48,overcast clouds
545,Sal Rei,CV,16.1833,-22.9167,75.76,78,100,16.51,overcast clouds
546,Imbituba,BR,-28.24,-48.6703,69.69,97,30,11.65,scattered clouds
547,Fare,PF,-16.7,-151.0167,80.67,70,8,11.61,clear sky
548,Udachnyy,RU,66.4167,112.4,8.74,87,18,8.55,few clouds
549,Ouango,CF,4.3133,22.5552,68.18,99,100,0.92,light rain
550,Mnogovershinnyy,RU,53.9353,139.9242,29.25,90,100,12.88,snow
551,Launceston,AU,-41.45,147.1667,62.24,72,75,14.97,broken clouds
552,Katangli,RU,51.7102,143.2326,33.94,96,100,27.13,light snow
553,Rovaniemi,FI,66.5,25.7167,42.21,100,90,13.8,light rain
554,Hualmay,PE,-11.0964,-77.6139,62.69,86,100,8.3,overcast clouds
555,Khed Brahma,IN,24.0333,73.05,73.11,39,0,4.97,clear sky
556,Barcs,HU,45.96,17.4586,36.63,90,4,1.68,clear sky
557,Formosa,AR,-26.1775,-58.1781,78.78,89,0,6.91,clear sky
558,Kyshtovka,RU,56.555,76.6271,42.01,95,91,4.23,overcast clouds
559,Hamilton,US,39.1834,-84.5333,75.36,83,75,1.01,broken clouds
560,Eyl,SO,7.9803,49.8164,77.59,82,88,9.55,overcast clouds
561,Batagay-Alyta,RU,67.8006,130.4114,14.58,71,79,2.8,broken clouds
562,Cherdyn,RU,60.403,56.4787,40.59,77,100,8.77,overcast clouds
563,Cap Malheureux,MU,-19.9842,57.6142,72.09,80,1,5.01,clear sky
564,Kumta,IN,14.4167,74.4,79.18,86,95,3.0,overcast clouds
565,Half Moon Bay,US,37.4636,-122.4286,69.62,45,1,0.0,clear sky
566,Lebrija,ES,36.9208,-6.0753,68.29,63,0,4.61,clear sky
567,Popondetta,PG,-8.7537,148.2534,91.17,55,91,4.56,overcast clouds
568,Wewak,PG,-3.5534,143.6268,86.4,68,20,6.98,few clouds
569,Ibra,OM,22.6906,58.5334,74.89,23,0,3.94,clear sky
570,Senador Guiomard,BR,-10.1522,-67.7392,80.35,47,45,3.91,scattered clouds
571,Bairnsdale,AU,-37.8333,147.6167,65.05,54,96,3.0,overcast clouds
572,Jinchang,CN,38.4953,102.1739,45.84,43,100,4.79,overcast clouds
573,Guerrero Negro,MX,27.9769,-114.0611,68.67,64,0,12.06,clear sky
574,Kavaratti,IN,10.5669,72.642,81.73,83,97,1.77,overcast clouds
575,Griffith,US,41.5284,-87.4237,63.05,92,40,0.0,scattered clouds
576,North Branford,US,41.3276,-72.7673,66.7,90,20,3.44,few clouds
577,Biloela,AU,-24.4167,150.5,84.72,29,35,10.18,scattered clouds
578,Guadalupe Victoria,MX,32.2869,-115.105,76.57,11,0,5.28,clear sky
579,Olden,NO,61.8364,6.8064,48.9,100,100,6.06,overcast clouds
580,Aykhal,RU,66.0,111.5,8.96,82,24,12.06,few clouds
581,Aksu,CN,41.1231,80.2644,47.44,31,0,2.71,clear sky
582,Fairbanks,US,64.8378,-147.7164,33.03,75,96,2.21,overcast clouds
583,Mococa,BR,-21.4678,-47.0047,69.26,84,100,3.71,overcast clouds
584,Bereznik,RU,62.8551,42.7072,40.62,94,100,2.55,overcast clouds
585,Roald,NO,62.5833,6.1333,47.16,81,75,10.36,light rain
586,Manokwari,ID,-0.8667,134.0833,85.14,66,88,4.79,overcast clouds
587,Rafraf,TN,37.1904,10.1837,59.31,55,12,24.34,few clouds
588,Broken Hill,AU,-31.95,141.4333,53.92,71,97,17.38,overcast clouds
589,Ugoofaaru,MV,5.6667,73.0,82.38,81,95,23.91,overcast clouds
590,Yankton,US,42.8711,-97.3973,53.85,50,1,6.91,clear sky
591,Aginskoye,RU,51.1,114.53,23.83,48,100,22.26,overcast clouds
592,Tawau,MY,4.2498,117.8871,82.26,80,100,1.16,overcast clouds
593,Ibotirama,BR,-12.1853,-43.2206,84.54,38,87,3.36,overcast clouds
594,Marau,BR,-28.4492,-52.2,68.61,94,55,2.84,broken clouds
595,Ponta Delgada,PT,37.7333,-25.6667,72.32,88,75,19.57,broken clouds
596,Sibolga,ID,1.7427,98.7792,84.47,62,97,1.3,overcast clouds
597,Palauig,PH,15.435,119.9045,78.66,90,100,4.41,overcast clouds
598,Soe,ID,-9.8607,124.284,85.75,42,94,3.65,overcast clouds
599,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.04,77,100,8.5,overcast clouds
600,Kampong Thum,KH,12.7111,104.8887,79.11,90,98,5.19,overcast clouds
601,Arona,ES,28.0996,-16.681,68.79,70,20,9.22,few clouds
602,Mayumba,GA,-3.432,10.6554,75.83,91,36,6.35,scattered clouds
603,Bawku,GH,11.0616,-0.2417,80.6,60,95,6.64,overcast clouds
604,Shiyan,CN,32.6475,110.7781,54.82,93,100,3.89,light rain
605,Biankouma,CI,7.7391,-7.6138,68.63,96,4,1.86,light rain
606,Mopti,ML,14.6667,-4.0,82.92,11,5,2.39,clear sky
607,Ghorawal,IN,24.7667,82.7833,76.26,64,99,2.04,overcast clouds
608,Sawtell,AU,-30.3833,153.1,82.42,22,0,26.46,clear sky
609,Bud,US,39.447,-86.1758,71.69,97,95,2.68,overcast clouds
610,Wattegama,LK,6.7989,81.4808,80.87,71,89,7.74,overcast clouds
611,Lexington Park,US,38.2668,-76.4538,65.64,94,75,0.0,haze
612,Great Falls,US,47.5002,-111.3008,41.68,46,75,3.0,broken clouds
613,Valle De Juarez,MX,19.9333,-102.9333,59.63,89,5,1.3,clear sky
614,Neuquen,AR,-38.9516,-68.0591,51.69,37,0,11.5,clear sky
615,Alayao,PH,14.2818,122.5524,77.85,93,94,1.14,overcast clouds
616,Dunmore Town,BS,25.5,-76.65,81.43,74,24,12.03,few clouds
617,Alice Springs,AU,-23.7,133.8833,71.15,23,0,12.66,clear sky
618,Jabinyanah,TN,35.035,10.9081,60.71,63,3,18.97,clear sky
619,Freeport,US,40.6576,-73.5832,71.58,71,1,0.0,clear sky
620,Hit,IQ,33.6416,42.8251,79.79,27,14,4.52,few clouds
621,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,40.75,67,100,9.33,overcast clouds
622,Marzuq,YE,14.4,46.4667,72.45,44,100,2.33,overcast clouds
623,La Fleche,FR,47.6982,-0.0755,43.63,73,100,3.69,overcast clouds
624,Valley,US,45.1277,-116.1262,30.81,78,89,2.37,overcast clouds
625,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.01,80,27,12.93,scattered clouds
626,Salamanca,ES,40.8333,-6.0,55.62,54,73,4.18,broken clouds
627,Irbeyskoye,RU,55.6428,95.4522,25.79,56,22,3.87,few clouds
628,Santa Isabel,BR,-23.3156,-46.2214,73.65,89,94,3.38,overcast clouds
629,Durazno,UY,-33.4131,-56.5006,57.29,85,15,22.46,few clouds
630,Intipuca,SV,13.1969,-88.0544,82.35,90,7,2.59,clear sky
631,Malindi,KE,-3.2175,40.1191,75.85,88,13,8.37,few clouds
632,Abrau-Dyurso,RU,44.69,37.59,47.66,83,77,8.32,broken clouds
633,Ouallam,NE,14.3188,2.0866,87.21,24,0,6.17,clear sky
634,Praia,CV,14.9215,-23.5087,77.54,73,75,16.11,broken clouds
635,Marrakesh,MA,31.6315,-8.0083,68.07,73,20,5.75,few clouds
636,Birin,NP,26.8865,88.0718,69.93,60,8,3.04,clear sky
637,Gat,IL,31.61,34.7642,73.4,70,28,6.53,scattered clouds
638,Weleri,ID,-6.9713,110.0666,88.93,54,75,3.65,broken clouds
639,Deer Lake,CA,49.1667,-57.4316,47.89,86,100,4.32,overcast clouds
640,Shaoyang,CN,27.2315,111.4525,59.94,91,100,4.16,overcast clouds
641,Paka,MY,4.6374,103.4368,84.88,70,98,7.25,overcast clouds
642,Alyangula,AU,-13.8483,136.4192,86.63,62,18,8.5,few clouds
643,Ust-Ilimsk,RU,58.0006,102.6619,22.1,59,100,7.25,overcast clouds
644,Pontianak,ID,-0.0333,109.3333,80.58,83,20,5.75,few clouds
645,Mao,ES,39.8885,4.2658,63.16,63,0,3.44,clear sky
646,Nanakuli,US,21.3906,-158.1547,84.15,59,75,12.66,broken clouds
647,Ranong,TH,9.9658,98.6348,80.85,86,99,13.8,overcast clouds
648,Wilmington,US,34.2257,-77.9447,74.86,94,1,0.0,clear sky
649,Presidente Medici,BR,-11.1753,-61.9014,81.55,59,60,3.83,broken clouds
650,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.25,83,75,10.36,thunderstorm
651,Jian,CN,27.1172,114.9793,64.15,94,100,6.82,overcast clouds
652,Kokkola,FI,63.8385,23.1307,47.93,91,90,8.01,overcast clouds
653,Kathmandu,NP,27.7167,85.3167,68.22,88,20,0.0,few clouds
654,Cooma,AU,-36.2333,149.1333,49.77,71,90,10.36,light rain
655,Brisbane,AU,-27.4679,153.0281,86.16,48,20,4.0,few clouds
656,Magistralnyy,RU,56.1725,107.4458,23.45,59,56,5.37,broken clouds
657,Kuldiga,LV,56.974,21.9572,51.49,94,100,9.22,overcast clouds
658,Kidal,ML,18.4411,1.4078,84.02,9,60,7.58,broken clouds
659,Maryborough,AU,-25.5333,152.7,79.11,71,43,9.8,light rain
660,Dunblane,GB,56.1884,-3.9642,43.21,84,5,1.99,clear sky
661,Kambove,CD,-10.8764,26.5969,65.64,55,62,1.57,broken clouds
662,San Rafael,AR,-34.6177,-68.3301,53.82,20,50,10.16,scattered clouds
663,Katherine,AU,-14.4667,132.2667,95.32,29,89,9.22,overcast clouds
664,Semme,FR,46.1963,1.5007,45.01,63,36,4.0,scattered clouds
665,Mahon,ES,39.8885,4.2658,63.16,63,0,3.44,clear sky
666,Road Town,VG,18.4167,-64.6167,83.19,79,97,10.04,overcast clouds
667,Nizhniy Kuranakh,RU,58.8353,125.4869,21.47,77,100,7.07,light snow
668,Luganville,VU,-15.5333,167.1667,81.81,79,76,6.51,broken clouds
669,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,89.31,41,100,8.79,overcast clouds
670,Morondava,MG,-20.2833,44.2833,75.18,73,3,2.48,clear sky
671,Amahai,ID,-3.3333,128.9167,86.09,66,47,3.8,scattered clouds
672,Agadir,MA,30.4202,-9.5982,64.85,73,0,3.0,clear sky
673,Quelimane,MZ,-17.8786,36.8883,75.15,94,0,5.75,clear sky
674,Lucea,JM,18.451,-78.1736,77.86,77,1,4.03,clear sky
675,Methoni,GR,36.8197,21.7049,69.66,79,73,23.31,moderate rain
676,Komatipoort,ZA,-25.4332,31.9548,69.04,77,0,9.62,clear sky
677,Opportunity,US,47.6499,-117.2399,49.69,71,90,1.01,overcast clouds
678,Bathsheba,BB,13.2167,-59.5167,81.21,89,75,16.11,broken clouds
679,Coahuayana,MX,18.7333,-103.6833,81.88,88,14,0.85,few clouds
680,Axim,GH,4.8699,-2.2405,77.56,90,100,6.17,overcast clouds
